"","chr","start","end","Cn_R_group"
"union_peak_25477","chr5",124185280,124186395,"EF"
"union_peak_25481","chr5",124232590,124233980,"EF"
"union_peak_25510","chr5",124872837,124873773,"AB"
"union_peak_25518","chr5",125016134,125017116,"E"
"union_peak_25523","chr5",125105990,125107340,"B"
"union_peak_25525","chr5",125158245,125159035,"DE"
"union_peak_25545","chr5",127484718,127485559,"DEF"
"union_peak_25589","chr5",134236515,134237350,"E"
"union_peak_25596","chr5",134281803,134283259,"D"
"union_peak_25597","chr5",134295339,134296353,"A"
"union_peak_25600","chr5",134332461,134333449,"DE"
"union_peak_25606","chr5",134437188,134438105,"DEF"
"union_peak_25607","chr5",134444106,134445537,"DEF"
"union_peak_25609","chr5",134482108,134482816,"DE"
"union_peak_25611","chr5",134494191,134494829,"DE"
"union_peak_25641","chr5",135537233,135538618,"ABC"
"union_peak_25654","chr5",135912815,135913860,"A"
"union_peak_25667","chr5",136154919,136155746,"DEF"
"union_peak_25691","chr5",137263484,137264789,"AB"
"union_peak_25706","chr5",137691297,137692503,"ABC"
"union_peak_25746","chr5",139309979,139311177,"A"
"union_peak_25748","chr5",139325108,139326005,"A"
"union_peak_25804","chr5",142039112,142040354,"DEF"
"union_peak_25827","chr5",143076947,143077843,"DE"
"union_peak_25846","chr5",143630497,143631315,"DEF"
"union_peak_25894","chr5",146783763,146784214,"DEF"
"union_peak_25902","chr5",146882299,146883048,"A"
"union_peak_25908","chr5",147070284,147071612,"ABC"
"union_peak_25910","chr5",147158920,147159950,"ABC"
"union_peak_25911","chr5",147163096,147163441,"B"
"union_peak_25913","chr5",147322982,147323967,"DEF"
"union_peak_25915","chr5",147340663,147341620,"DEF"
"union_peak_25931","chr5",148489026,148490198,"BC"
"union_peak_25938","chr5",148708616,148709579,"DEF"
"union_peak_25944","chr5",148853081,148854254,"DE"
"union_peak_25949","chr5",148976671,148977386,"DEF"
"union_peak_25950","chr5",148977813,148978835,"DEF"
"union_peak_25959","chr5",149080015,149081035,"DEF"
"union_peak_25965","chr5",149255148,149256078,"DEF"
"union_peak_25977","chr5",149593873,149594769,"ABC"
"union_peak_25978","chr5",149598891,149599853,"A"
"union_peak_25994","chr5",151246702,151247700,"DEF"
"union_peak_26023","chr6",5421994,5423084,"E"
"union_peak_26036","chr6",8504894,8505302,"DE"
"union_peak_26039","chr6",8531049,8532127,"AB"
"union_peak_26042","chr6",8638856,8639945,"A"
"union_peak_26044","chr6",8648137,8649638,"ABC"
"union_peak_26053","chr6",12011854,12012789,"A"
"union_peak_26090","chr6",17900825,17901926,"A"
"union_peak_26100","chr6",22349421,22350559,"E"
"union_peak_26105","chr6",22374527,22375438,"DEF"
"union_peak_26107","chr6",22408726,22409452,"DE"
"union_peak_26123","chr6",28322083,28322945,"DEF"
"union_peak_26124","chr6",28351044,28351895,"DEF"
"union_peak_26141","chr6",29245528,29246851,"ABC"
"union_peak_26158","chr6",29826796,29828274,"AB"
"union_peak_26168","chr6",30230249,30231010,"A"
"union_peak_26195","chr6",31071801,31072939,"ABC"
"union_peak_26197","chr6",31080925,31081885,"ABC"
"union_peak_26198","chr6",31085023,31085953,"BC"
"union_peak_26209","chr6",31201113,31201866,"C"
"union_peak_26225","chr6",33618207,33619492,"AB"
"union_peak_26252","chr6",35256614,35258226,"A"
"union_peak_26263","chr6",37606926,37608403,"DE"
"union_peak_26269","chr6",37821260,37822382,"B"
"union_peak_26272","chr6",38120037,38121037,"DE"
"union_peak_26288","chr6",38581352,38582374,"D"
"union_peak_26290","chr6",38669435,38670590,"AB"
"union_peak_26296","chr6",38847735,38848693,"DEF"
"union_peak_26308","chr6",39283565,39284423,"ABC"
"union_peak_26312","chr6",39347290,39348552,"DE"
"union_peak_26320","chr6",39469211,39469972,"AB"
"union_peak_26343","chr6",41140428,41141866,"ABC"
"union_peak_26345","chr6",41163083,41164454,"ABC"
"union_peak_26362","chr6",42342950,42344487,"A"
"union_peak_26373","chr6",47559686,47561523,"ABC"
"union_peak_26410","chr6",48662817,48663513,"AB"
"union_peak_26411","chr6",48664204,48665138,"AB"
"union_peak_26456","chr6",49354444,49355337,"DEF"
"union_peak_26471","chr6",50372292,50373436,"ABC"
"union_peak_26474","chr6",50387278,50388182,"ABC"
"union_peak_26475","chr6",50393448,50394919,"ABC"
"union_peak_26486","chr6",50571535,50572138,"DEF"
"union_peak_26490","chr6",51059371,51060626,"ABC"
"union_peak_26501","chr6",51524046,51525653,"A"
"union_peak_26502","chr6",51533163,51534020,"A"
"union_peak_26507","chr6",51635973,51637125,"F"
"union_peak_26519","chr6",52473744,52474653,"ABC"
"union_peak_26525","chr6",52964323,52966120,"AB"
"union_peak_26531","chr6",54158400,54158933,"A"
"union_peak_26545","chr6",54775497,54776566,"A"
"union_peak_26548","chr6",54807195,54808011,"ABC"
"union_peak_26557","chr6",54925488,54926693,"A"
"union_peak_26560","chr6",54955625,54956855,"ABC"
"union_peak_26563","chr6",54991057,54991793,"C"
"union_peak_26601","chr6",58880626,58881949,"ABC"
"union_peak_26617","chr6",65144347,65145148,"DE"
"union_peak_26621","chr6",65537868,65539046,"AC"
"union_peak_26625","chr6",65593338,65594979,"B"
"union_peak_26628","chr6",65611640,65612480,"AB"
"union_peak_26632","chr6",65661725,65663058,"F"
"union_peak_26637","chr6",66493489,66494422,"DEF"
"union_peak_26649","chr6",67183674,67185262,"DE"
"union_peak_26658","chr6",67366791,67368665,"ABC"
"union_peak_26659","chr6",67375091,67376922,"BC"
"union_peak_26660","chr6",67399077,67400320,"ABC"
"union_peak_26661","chr6",67415044,67416075,"AB"
"union_peak_26666","chr6",67475175,67476112,"BC"
"union_peak_26679","chr6",70813903,70814765,"E"
"union_peak_26687","chr6",71154782,71155558,"DEF"
"union_peak_26710","chr6",71387203,71387996,"AB"
"union_peak_26743","chr6",72544195,72545052,"E"
"union_peak_26750","chr6",72623759,72624792,"AB"
"union_peak_26762","chr6",72954570,72955466,"DE"
"union_peak_26769","chr6",72992982,72993944,"DE"
"union_peak_26778","chr6",73254471,73255722,"DE"
"union_peak_26779","chr6",73279317,73280286,"DE"
"union_peak_26786","chr6",82744432,82745372,"AB"
"union_peak_26787","chr6",82747255,82748548,"ABC"
"union_peak_26788","chr6",82752874,82754142,"ABC"
"union_peak_26807","chr6",83095432,83096570,"E"
"union_peak_26825","chr6",83415223,83416867,"DE"
"union_peak_26828","chr6",83436984,83437817,"DE"
"union_peak_26846","chr6",84616686,84617629,"DE"
"union_peak_26851","chr6",85147181,85148061,"AC"
"union_peak_26861","chr6",85966173,85966780,"E"
"union_peak_26874","chr6",86547364,86548492,"A"
"union_peak_26881","chr6",86608966,86609793,"ABC"
"union_peak_26892","chr6",86822192,86824077,"AB"
"union_peak_26907","chr6",87152365,87153540,"DE"
"union_peak_26911","chr6",87446886,87448324,"ABC"
"union_peak_26924","chr6",87725029,87726087,"DEF"
"union_peak_26947","chr6",88769557,88770383,"E"
"union_peak_26948","chr6",88782523,88783396,"E"
"union_peak_26959","chr6",89421359,89422210,"DE"
"union_peak_26979","chr6",91153349,91154285,"AB"
"union_peak_26989","chr6",91705512,91706585,"A"
"union_peak_27002","chr6",94760562,94761622,"DE"
"union_peak_27004","chr6",95613970,95615294,"AC"
"union_peak_27006","chr6",95712026,95712692,"AC"
"union_peak_27027","chr6",97352412,97354069,"A"
"union_peak_27028","chr6",97387187,97388092,"A"
"union_peak_27046","chr6",99063967,99064916,"AB"
"union_peak_27063","chr6",99309184,99310059,"DE"
"union_peak_27064","chr6",99335109,99335961,"B"
"union_peak_27070","chr6",99375491,99375997,"D"
"union_peak_27074","chr6",99394340,99396063,"D"
"union_peak_27083","chr6",99485206,99486824,"DE"
"union_peak_27087","chr6",99643320,99644091,"DEF"
"union_peak_27094","chr6",99811148,99811966,"AB"
"union_peak_27105","chr6",100580889,100581734,"DEF"
"union_peak_27107","chr6",100806851,100807936,"ABC"
"union_peak_27108","chr6",100824060,100825307,"ABC"
"union_peak_27114","chr6",101359469,101360503,"DEF"
"union_peak_27128","chr6",108164839,108165471,"AB"
"union_peak_27133","chr6",108278041,108279555,"ABC"
"union_peak_27135","chr6",108309764,108310360,"A"
"union_peak_27138","chr6",108337749,108338701,"A"
"union_peak_27146","chr6",108552926,108553863,"C"
"union_peak_27150","chr6",108630422,108631640,"AB"
"union_peak_27152","chr6",108657997,108659104,"ABC"
"union_peak_27153","chr6",108660076,108660867,"ABC"
"union_peak_27154","chr6",108661369,108661945,"ABC"
"union_peak_27155","chr6",108665549,108666282,"ABC"
"union_peak_27157","chr6",108671651,108673125,"ABC"
"union_peak_27158","chr6",108685840,108686688,"AB"
"union_peak_27159","chr6",108687586,108688923,"ABC"
"union_peak_27160","chr6",108709585,108710391,"AB"
"union_peak_27164","chr6",108779797,108780716,"ABC"
"union_peak_27175","chr6",112861616,112862352,"A"
"union_peak_27178","chr6",112948043,112949121,"B"
"union_peak_27205","chr6",113672818,113673520,"ABC"
"union_peak_27210","chr6",114642607,114644974,"B"
"union_peak_27211","chr6",114659654,114660983,"ABC"
"union_peak_27212","chr6",114678165,114678696,"A"
"union_peak_27213","chr6",114678952,114680117,"AB"
"union_peak_27214","chr6",114680695,114681432,"AB"
"union_peak_27222","chr6",114907173,114908125,"DE"
"union_peak_27232","chr6",115577465,115578427,"A"
"union_peak_27238","chr6",115693015,115694439,"ABC"
"union_peak_27269","chr6",117937194,117938137,"E"
"union_peak_27270","chr6",118018562,118019206,"B"
"union_peak_27282","chr6",119198110,119199601,"AB"
"union_peak_27288","chr6",119408288,119409251,"DE"
"union_peak_27295","chr6",119499586,119500631,"DE"
"union_peak_27297","chr6",119508398,119509855,"DE"
"union_peak_27306","chr6",119918319,119919148,"DE"
"union_peak_27324","chr6",120199195,120200164,"DE"
"union_peak_27325","chr6",120255461,120256515,"A"
"union_peak_27328","chr6",120452706,120453813,"ABC"
"union_peak_27332","chr6",120470736,120471916,"B"
"union_peak_27342","chr6",120799587,120800392,"DE"
"union_peak_27348","chr6",120933911,120934652,"DEF"
"union_peak_27358","chr6",121225973,121227287,"A"
"union_peak_27360","chr6",121237827,121239122,"B"
"union_peak_27366","chr6",122258803,122259916,"AB"
"union_peak_27367","chr6",122268840,122270718,"ABC"
"union_peak_27368","chr6",122282522,122283660,"AB"
"union_peak_27369","chr6",122284581,122285086,"AB"
"union_peak_27370","chr6",122291322,122292509,"BC"
"union_peak_27371","chr6",122293838,122294512,"ABC"
"union_peak_27373","chr6",122302254,122303926,"ABC"
"union_peak_27379","chr6",122527218,122528221,"ABC"
"union_peak_27380","chr6",122532690,122533254,"A"
"union_peak_27388","chr6",122758357,122759360,"ABC"
"union_peak_27407","chr6",124693928,124694694,"DEF"
"union_peak_27410","chr6",124723021,124724245,"AB"
"union_peak_27415","chr6",124750223,124750917,"DE"
"union_peak_27426","chr6",124885055,124886498,"DE"
"union_peak_27439","chr6",125067279,125068253,"AC"
"union_peak_27450","chr6",125221851,125222839,"DE"
"union_peak_27460","chr6",125355109,125355639,"DE"
"union_peak_27467","chr6",125483293,125484077,"AC"
"union_peak_27468","chr6",125523861,125524682,"A"
"union_peak_27475","chr6",127102717,127103636,"ABC"
"union_peak_27486","chr6",127302506,127303360,"A"
"union_peak_27502","chr6",127991508,127992399,"DEF"
"union_peak_27504","chr6",128025338,128026264,"DEF"
"union_peak_27514","chr6",128473941,128474542,"C"
"union_peak_27517","chr6",128766599,128767430,"B"
"union_peak_27518","chr6",128769274,128770005,"AB"
"union_peak_27522","chr6",128796069,128797148,"ABC"
"union_peak_27523","chr6",128798103,128798852,"AB"
"union_peak_27548","chr6",129218587,129220546,"ABC"
"union_peak_27554","chr6",129239747,129240303,"BC"
"union_peak_27566","chr6",129333345,129334296,"A"
"union_peak_27571","chr6",129405413,129406962,"ABC"
"union_peak_27572","chr6",129433995,129434763,"A"
"union_peak_27581","chr6",129597785,129598578,"AB"
"union_peak_27584","chr6",129621668,129623338,"ABC"
"union_peak_27585","chr6",129627080,129628283,"ABC"
"union_peak_27589","chr6",129678321,129681176,"ABC"
"union_peak_27591","chr6",129746778,129748170,"AB"
"union_peak_27593","chr6",129817125,129818304,"A"
"union_peak_27596","chr6",129916967,129918248,"AB"
"union_peak_27597","chr6",129997115,129997976,"A"
"union_peak_27598","chr6",130031087,130032374,"AB"
"union_peak_27601","chr6",130102360,130103568,"AB"
"union_peak_27602","chr6",130135964,130136805,"AB"
"union_peak_27605","chr6",130197440,130198292,"AB"
"union_peak_27606","chr6",130237300,130238520,"AB"
"union_peak_27607","chr6",130287640,130288831,"A"
"union_peak_27608","chr6",130311373,130312391,"AB"
"union_peak_27609","chr6",130341565,130342850,"AB"
"union_peak_27610","chr6",130386431,130387884,"AB"
"union_peak_27613","chr6",130418946,130420097,"A"
"union_peak_27614","chr6",130429918,130430865,"A"
"union_peak_27618","chr6",131276181,131277198,"A"
"union_peak_27622","chr6",131372596,131373812,"ABC"
"union_peak_27630","chr6",134066575,134068136,"ABC"
"union_peak_27645","chr6",134700318,134701345,"DE"
"union_peak_27671","chr6",135417849,135419125,"E"
"union_peak_27687","chr6",136498859,136499485,"A"
"union_peak_27696","chr6",136735612,136736441,"DE"
"union_peak_27697","chr6",136742543,136744502,"DE"
"union_peak_27704","chr6",136854018,136854885,"DEF"
"union_peak_27715","chr6",136970328,136971252,"D"
"union_peak_27721","chr6",137581841,137582965,"ABC"
"union_peak_27727","chr6",137794976,137795990,"AC"
"union_peak_27735","chr6",140508097,140508904,"A"
"union_peak_27744","chr6",140614513,140615474,"AC"
"union_peak_27745","chr6",140620254,140620944,"C"
"union_peak_27749","chr6",140656578,140657648,"DE"
"union_peak_27750","chr6",140678368,140679187,"E"
"union_peak_27756","chr6",140816617,140817495,"D"
"union_peak_27757","chr6",140819112,140820030,"DE"
"union_peak_27763","chr6",142538281,142539259,"B"
"union_peak_27764","chr6",142554106,142555131,"AB"
"union_peak_27765","chr6",142560608,142562019,"ABC"
"union_peak_27766","chr6",142570931,142573450,"B"
"union_peak_27777","chr6",142861919,142862804,"ABC"
"union_peak_27782","chr6",142908999,142910101,"DE"
"union_peak_27783","chr6",142915177,142918046,"DE"
"union_peak_27786","chr6",142941812,142942581,"DEF"
"union_peak_27788","chr6",142952253,142952949,"DE"
"union_peak_27789","chr6",142954757,142955266,"DEF"
"union_peak_27791","chr6",142964173,142965448,"DE"
"union_peak_27794","chr6",143114352,143115919,"D"
"union_peak_27842","chr6",145285669,145286266,"DEF"
"union_peak_27857","chr6",146080866,146081769,"DE"
"union_peak_27858","chr6",146082758,146083155,"C"
"union_peak_27896","chr6",149193402,149194265,"BC"
"union_peak_27902","chr7",3272083,3272940,"C"
"union_peak_27903","chr7",3289404,3290763,"ABC"
"union_peak_27904","chr7",3409374,3410521,"AB"
"union_peak_27907","chr7",3444536,3445394,"AB"
"union_peak_27908","chr7",3452565,3453699,"ABC"
"union_peak_27916","chr7",4062444,4063982,"A"
"union_peak_27995","chr7",12891120,12891810,"A"
"union_peak_28023","chr7",16001393,16002767,"E"
"union_peak_28026","chr7",16024710,16025573,"ABC"
"union_peak_28031","chr7",16055352,16056100,"ABC"
"union_peak_28041","chr7",16206835,16208096,"ABC"
"union_peak_28090","chr7",16986849,16987778,"DE"
"union_peak_28103","chr7",19002205,19002740,"A"
"union_peak_28158","chr7",19855197,19856291,"ABC"
"union_peak_28159","chr7",19859882,19860367,"B"
"union_peak_28186","chr7",24425858,24426385,"C"
"union_peak_28190","chr7",24450251,24451030,"DE"
"union_peak_28191","chr7",24451755,24452520,"D"
"union_peak_28193","chr7",24467634,24468458,"DEF"
"union_peak_28220","chr7",25006284,25007150,"AB"
"union_peak_28222","chr7",25087065,25088752,"DEF"
"union_peak_28251","chr7",25647379,25648317,"A"
"union_peak_28295","chr7",27740649,27741572,"DE"
"union_peak_28327","chr7",28693256,28694517,"A"
"union_peak_28340","chr7",28820419,28821630,"ABC"
"union_peak_28351","chr7",29025272,29026199,"A"
"union_peak_28355","chr7",29141175,29142073,"DE"
"union_peak_28387","chr7",30219618,30220357,"A"
"union_peak_28396","chr7",30401965,30403091,"ABC"
"union_peak_28419","chr7",30886970,30888205,"ABC"
"union_peak_28423","chr7",30940128,30940644,"DEF"
"union_peak_28440","chr7",31086142,31087861,"ABC"
"union_peak_28487","chr7",37490059,37490999,"DEF"
"union_peak_28488","chr7",37971404,37972421,"E"
"union_peak_28496","chr7",38103976,38104789,"E"
"union_peak_28503","chr7",38214478,38215843,"ABC"
"union_peak_28523","chr7",43430620,43431403,"AB"
"union_peak_28524","chr7",43436187,43437513,"AB"
"union_peak_28548","chr7",44741006,44741822,"ABC"
"union_peak_28576","chr7",45106951,45108175,"ABC"
"union_peak_28627","chr7",45770567,45771818,"ABC"
"union_peak_28650","chr7",46606516,46607658,"DE"
"union_peak_28665","chr7",47012920,47013450,"AB"
"union_peak_28677","chr7",48898240,48898978,"A"
"union_peak_28678","chr7",48900109,48901374,"ABC"
"union_peak_28679","chr7",48908419,48909880,"A"
"union_peak_28680","chr7",48919039,48919914,"ABC"
"union_peak_28683","chr7",49093467,49094244,"A"
"union_peak_28686","chr7",49601161,49602108,"E"
"union_peak_28693","chr7",51672130,51673107,"B"
"union_peak_28695","chr7",51723534,51725069,"ABC"
"union_peak_28702","chr7",55959984,55961225,"D"
"union_peak_28706","chr7",56017528,56019089,"DE"
"union_peak_28712","chr7",58392214,58393376,"D"
"union_peak_28717","chr7",58474590,58475806,"AB"
"union_peak_28738","chr7",58822312,58822971,"B"
"union_peak_28739","chr7",58824375,58825503,"ABC"
"union_peak_28740","chr7",58828849,58829520,"AB"
"union_peak_28747","chr7",63815135,63816895,"DEF"
"union_peak_28754","chr7",63919253,63919816,"A"
"union_peak_28765","chr7",63998768,63999967,"E"
"union_peak_28784","chr7",64185014,64185930,"DEF"
"union_peak_28796","chr7",65713722,65714951,"AB"
"union_peak_28799","chr7",66097613,66098422,"A"
"union_peak_28801","chr7",66104383,66105314,"ABC"
"union_peak_28807","chr7",66146733,66147818,"AB"
"union_peak_28808","chr7",66159444,66160771,"ABC"
"union_peak_28812","chr7",66196484,66198020,"AB"
"union_peak_28814","chr7",66228711,66229136,"AC"
"union_peak_28821","chr7",66273283,66274078,"A"
"union_peak_28823","chr7",66300960,66302156,"ABC"
"union_peak_28824","chr7",66303384,66304413,"ABC"
"union_peak_28826","chr7",66383699,66384996,"ABC"
"union_peak_28832","chr7",66839318,66840107,"DEF"
"union_peak_28846","chr7",67421278,67422368,"A"
"union_peak_28852","chr7",67530161,67531961,"AB"
"union_peak_28859","chr7",68070277,68071406,"DE"
"union_peak_28867","chr7",68205723,68206552,"DEF"
"union_peak_28869","chr7",68250138,68251106,"DEF"
"union_peak_28877","chr7",68286761,68287367,"D"
"union_peak_28881","chr7",68322766,68323699,"E"
"union_peak_28892","chr7",72274954,72276579,"AB"
"union_peak_28897","chr7",72313808,72315312,"A"
"union_peak_28898","chr7",72342908,72344978,"AB"
"union_peak_28904","chr7",73530458,73532102,"D"
"union_peak_28921","chr7",74495174,74496138,"BC"
"union_peak_28928","chr7",74587037,74588131,"ABC"
"union_peak_28957","chr7",75644183,75645401,"B"
"union_peak_28958","chr7",75649705,75650710,"B"
"union_peak_28960","chr7",75666822,75667550,"B"
"union_peak_28966","chr7",75714403,75715651,"ABC"
"union_peak_28969","chr7",75758814,75759535,"A"
"union_peak_28970","chr7",75760045,75761109,"AB"
"union_peak_28974","chr7",75787341,75789427,"AB"
"union_peak_28975","chr7",75793585,75794527,"AB"
"union_peak_28978","chr7",75834654,75835854,"A"
"union_peak_28985","chr7",75892418,75893455,"AC"
"union_peak_28990","chr7",76237226,76238155,"DEF"
"union_peak_28995","chr7",78724487,78725148,"AB"
"union_peak_29003","chr7",78908817,78909524,"AC"
"union_peak_29008","chr7",79249239,79250329,"ABC"
"union_peak_29009","chr7",79262126,79262996,"ABC"
"union_peak_29013","chr7",79300453,79301520,"DE"
"union_peak_29014","chr7",79363258,79364066,"DE"
"union_peak_29029","chr7",80091276,80092090,"DEF"
"union_peak_29036","chr7",80179606,80180518,"AB"
"union_peak_29039","chr7",80191702,80192970,"EF"
"union_peak_29041","chr7",80204145,80205436,"E"
"union_peak_29058","chr7",80416867,80417722,"C"
"union_peak_29069","chr7",80679873,80680876,"D"
"union_peak_29101","chr7",81154565,81155471,"D"
"union_peak_29105","chr7",81319459,81320389,"AB"
"union_peak_29124","chr7",82773496,82774391,"DEF"
"union_peak_29130","chr7",83147634,83148869,"DEF"
"union_peak_29139","chr7",84386198,84387112,"C"
"union_peak_29156","chr7",89252840,89254038,"ABC"
"union_peak_29160","chr7",89711626,89713039,"DE"
"union_peak_29164","chr7",90003001,90003610,"AB"
"union_peak_29165","chr7",90004214,90004656,"B"
"union_peak_29166","chr7",90006844,90007814,"BC"
"union_peak_29170","chr7",90041440,90042479,"AB"
"union_peak_29172","chr7",90067576,90068722,"A"
"union_peak_29176","chr7",90132233,90133127,"B"
"union_peak_29178","chr7",90145121,90146925,"B"
"union_peak_29227","chr7",98534166,98535269,"EF"
"union_peak_29232","chr7",98809314,98810187,"AC"
"union_peak_29235","chr7",99002870,99003991,"DEF"
"union_peak_29253","chr7",99431978,99433076,"ABC"
"union_peak_29264","chr7",99888927,99889847,"E"
"union_peak_29275","chr7",100448332,100449589,"ABC"
"union_peak_29286","chr7",100845043,100846107,"A"
"union_peak_29287","chr7",100855598,100856846,"E"
"union_peak_29293","chr7",101094168,101095679,"E"
"union_peak_29300","chr7",101316306,101317555,"AB"
"union_peak_29305","chr7",101452567,101453982,"C"
"union_peak_29342","chr7",102326045,102326911,"C"
"union_peak_29381","chr7",106270024,106271682,"AB"
"union_peak_29390","chr7",107659091,107659602,"DEF"
"union_peak_29391","chr7",107664023,107664953,"D"
"union_peak_29400","chr7",109768442,109769214,"DEF"
"union_peak_29415","chr7",110203391,110204406,"A"
"union_peak_29429","chr7",110964679,110966205,"E"
"union_peak_29435","chr7",111108808,111110124,"AB"
"union_peak_29464","chr7",114093355,114094235,"DE"
"union_peak_29471","chr7",114209861,114210963,"DEF"
"union_peak_29495","chr7",114580733,114581909,"A"
"union_peak_29496","chr7",114616663,114617569,"AB"
"union_peak_29499","chr7",115733640,115734781,"DEF"
"union_peak_29507","chr7",116441186,116442031,"E"
"union_peak_29516","chr7",117393768,117394623,"ABC"
"union_peak_29520","chr7",117433314,117434173,"A"
"union_peak_29531","chr7",118113363,118114351,"B"
"union_peak_29543","chr7",118294381,118295430,"ABC"
"union_peak_29563","chr7",120693280,120694573,"D"
"union_peak_29564","chr7",120698967,120700425,"B"
"union_peak_29565","chr7",120703616,120704367,"ABC"
"union_peak_29571","chr7",120842382,120843481,"D"
"union_peak_29579","chr7",121944664,121946151,"BC"
"union_peak_29588","chr7",122251061,122252122,"E"
"union_peak_29592","chr7",122316296,122318094,"AB"
"union_peak_29608","chr7",122931905,122932840,"DE"
"union_peak_29623","chr7",123217736,123219032,"ABC"
"union_peak_29624","chr7",123219939,123220491,"A"
"union_peak_29626","chr7",123354592,123355536,"D"
"union_peak_29629","chr7",123399469,123400424,"AB"
"union_peak_29641","chr7",125507270,125507850,"DE"
"union_peak_29642","chr7",125511099,125512087,"C"
"union_peak_29660","chr7",126094737,126095774,"ABC"
"union_peak_29676","chr7",126339465,126340833,"E"
"union_peak_29733","chr7",127112364,127114011,"AB"
"union_peak_29738","chr7",127180267,127181744,"AB"
"union_peak_29750","chr7",127278262,127278767,"ABC"
"union_peak_29755","chr7",127293432,127293907,"A"
"union_peak_29770","chr7",127628415,127629381,"DE"
"union_peak_29790","chr7",128029168,128030101,"A"
"union_peak_29793","chr7",128050639,128051406,"AB"
"union_peak_29794","chr7",128054303,128054780,"A"
"union_peak_29799","chr7",128130446,128131186,"ABC"
"union_peak_29802","chr7",128137089,128138203,"ABC"
"union_peak_29804","chr7",128158339,128159719,"A"
"union_peak_29805","chr7",128166019,128167134,"AB"
"union_peak_29809","chr7",128183904,128184691,"A"
"union_peak_29810","chr7",128194834,128195610,"A"
"union_peak_29814","chr7",128373975,128374682,"DEF"
"union_peak_29815","chr7",128375984,128376684,"DEF"
"union_peak_29818","chr7",128392194,128393060,"E"
"union_peak_29819","chr7",128397019,128397738,"DEF"
"union_peak_29845","chr7",130645006,130646619,"DEF"
"union_peak_29847","chr7",130865278,130866426,"D"
"union_peak_29858","chr7",132315893,132317802,"DEF"
"union_peak_29875","chr7",132772596,132773567,"E"
"union_peak_29891","chr7",135542053,135543030,"DE"
"union_peak_29892","chr7",135557962,135558784,"DE"
"union_peak_29893","chr7",135580560,135581563,"AB"
"union_peak_29894","chr7",135588247,135589294,"ABC"
"union_peak_29895","chr7",135591232,135591931,"B"
"union_peak_29897","chr7",135604817,135605673,"AB"
"union_peak_29900","chr7",135659111,135660161,"A"
"union_peak_29909","chr7",137476218,137477201,"ABC"
"union_peak_29912","chr7",139151079,139151674,"B"
"union_peak_29913","chr7",139152371,139153138,"ABC"
"union_peak_29914","chr7",139156489,139158008,"ABC"
"union_peak_29930","chr7",139971021,139971874,"ABC"
"union_peak_29949","chr7",140374006,140375061,"AB"
"union_peak_29958","chr7",140981614,140983401,"ABC"
"union_peak_29960","chr7",140998767,140999771,"ABC"
"union_peak_29977","chr7",141268511,141269358,"B"
"union_peak_29978","chr7",141270518,141271111,"AB"
"union_peak_29996","chr7",141558064,141558736,"C"
"union_peak_30010","chr7",142347282,142347999,"A"
"union_peak_30013","chr7",142378950,142379794,"AB"
"union_peak_30016","chr7",142393091,142393764,"AB"
"union_peak_30017","chr7",142396339,142397271,"ABC"
"union_peak_30019","chr7",142422645,142424511,"AB"
"union_peak_30042","chr7",143643564,143644617,"AB"
"union_peak_30059","chr7",145110964,145112291,"F"
"union_peak_30081","chr8",4213662,4214821,"AB"
"union_peak_30098","chr8",10462047,10463645,"BC"
"union_peak_30099","chr8",10480386,10481648,"ABC"
"union_peak_30103","chr8",11008102,11010061,"DEF"
"union_peak_30106","chr8",11463696,11464756,"BC"
"union_peak_30129","chr8",13598838,13599326,"ABC"
"union_peak_30131","chr8",13608838,13610090,"D"
"union_peak_30135","chr8",13642884,13643796,"B"
"union_peak_30136","chr8",13648779,13650015,"ABC"
"union_peak_30138","chr8",13662735,13663697,"ABC"
"union_peak_30156","chr8",13974820,13975472,"DE"
"union_peak_30158","chr8",13979650,13980552,"DE"
"union_peak_30159","chr8",13986369,13987695,"DEF"
"union_peak_30160","chr8",13992237,13994044,"D"
"union_peak_30162","chr8",14012182,14013224,"DE"
"union_peak_30167","chr8",14961136,14962144,"D"
"union_peak_30174","chr8",14997803,14998611,"E"
"union_peak_30259","chr8",25653323,25654470,"ABC"
"union_peak_30265","chr8",25948254,25949607,"ABC"
"union_peak_30315","chr8",34045573,34047369,"DEF"
"union_peak_30336","chr8",34397410,34398631,"DEF"
"union_peak_30342","chr8",34654533,34655175,"C"
"union_peak_30353","chr8",34944713,34945583,"DEF"
"union_peak_30372","chr8",35674621,35675220,"DE"
"union_peak_30375","chr8",35692619,35693230,"DEF"
"union_peak_30381","chr8",36027670,36029115,"D"
"union_peak_30383","chr8",36081670,36083204,"A"
"union_peak_30387","chr8",36122552,36123589,"DEF"
"union_peak_30417","chr8",40962662,40963691,"B"
"union_peak_30433","chr8",46542898,46543588,"DE"
"union_peak_30438","chr8",46640998,46641636,"A"
"union_peak_30453","chr8",46869001,46870196,"AB"
"union_peak_30456","chr8",46941029,46942261,"AB"
"union_peak_30481","chr8",57426359,57428445,"AB"
"union_peak_30494","chr8",57589332,57591292,"ABC"
"union_peak_30540","chr8",69188762,69189680,"AB"
"union_peak_30555","chr8",69839121,69840008,"AB"
"union_peak_30602","chr8",70743686,70745153,"AB"
"union_peak_30643","chr8",71586846,71587566,"A"
