"","A_chr","A_start","A_end","A_peak","C_chr","C_start","C_end","C_peak","overlap"
"929","chr4",11683763,11684540,"union_peak_35283","chr4",11682669,11684733,"union_peak_22008",777
"930","chr9",64747555,64748254,"union_peak_52202","chr9",64747731,64748880,"union_peak_32491_1",523
"931","chr17",56913100,56913864,"union_peak_24238","chr17",56912878,56913870,"union_peak_15093",764
"932","chr7",142393163,142393447,"union_peak_47995","chr7",142393090,142393764,"union_peak_30016",284
"933","chr1",171677656,171677999,"union_peak_3038","chr1",171677478,171678342,"union_peak_1901",343
"934","chr12",77077298,77078036,"union_peak_12370","chr12",77077375,77077949,"union_peak_7659",574
"935","chr10",75702344,75702911,"union_peak_5136","chr10",75702180,75703096,"union_peak_3205",567
"936","chr8",88618455,88619341,"union_peak_49510","chr8",88618341,88619826,"union_peak_30921",886
"937","chr9",120059360,120059795,"union_peak_53583","chr9",120059058,120060453,"union_peak_33385",435
"938","chr7",48900280,48901435,"union_peak_45837","chr7",48900108,48901374,"union_peak_28678",1094
"939","chr6",136499110,136499686,"union_peak_44291","chr6",136498858,136499485,"union_peak_27687",375
"940","chr6",122302510,122303112,"union_peak_43843","chr6",122302253,122303926,"union_peak_27373",602
"941","chr8",46869220,46870044,"union_peak_48733","chr8",46869000,46870196,"union_peak_30453",824
"942","chr18",67688357,67689045,"union_peak_25985","chr18",67687872,67689065,"union_peak_16166",688
"943","chr4",151811067,151811576,"union_peak_38082","chr4",151810970,151811932,"union_peak_23797",509
"944","chr10",60396750,60397404,"union_peak_4802","chr10",60396439,60398100,"union_peak_3010",654
"945","chr2",130501252,130502061,"union_peak_31033","chr2",130500769,130501982,"union_peak_19371",730
"946","chr5",29901545,29902347,"union_peak_38626","chr5",29901128,29902481,"union_peak_24155",802
"947","chr1",138251723,138252553,"union_peak_2308","chr1",138251722,138252481,"union_peak_1420",758
"948","chr10",17579096,17579757,"union_peak_3883","chr10",17578992,17579890,"union_peak_2422",661
"949","chr10",122736892,122737266,"union_peak_6529","chr10",122736891,122737443,"union_peak_4095",374
"950","chr5",149593835,149594709,"union_peak_41589","chr5",149593872,149594769,"union_peak_25977",837
"951","chr10",98776217,98776957,"union_peak_6028","chr10",98776131,98777033,"union_peak_3782",740
"952","chr3",139033178,139033703,"union_peak_34823","chr3",139033027,139033698,"union_peak_21699",520
"953","chr2",165452964,165453787,"union_peak_31879","chr2",165452912,165453810,"union_peak_19829",823
"954","chr10",82780155,82781172,"union_peak_5589","chr10",82779454,82781286,"union_peak_3484",1017
"955","chr10",60038053,60038858,"union_peak_4768","chr10",60038000,60039000,"union_peak_2995",805
"956","chrX",167024728,167025498,"union_peak_55079","chrX",167024798,167025755,"union_peak_34318",700
"957","chr3",108727180,108728011,"union_peak_34331","chr3",108726486,108728113,"union_peak_21378_2",831
"958","chr12",82209698,82210235,"union_peak_12553","chr12",82208342,82210624,"union_peak_7766_1",537
"959","chr16",78524469,78525242,"union_peak_21865","chr16",78524446,78525301,"union_peak_13616",773
"960","chr14",49219641,49220351,"union_peak_16623","chr14",49219789,49220291,"union_peak_10286",502
"961","chr6",129597926,129598389,"union_peak_44127","chr6",129597784,129598578,"union_peak_27581",463
"962","chr7",48898400,48898996,"union_peak_45836","chr7",48898239,48898978,"union_peak_28677",578
"963","chr12",117809336,117810596,"union_peak_13592","chr12",117809455,117810483,"union_peak_8368",1028
"964","chr18",70631855,70632539,"union_peak_26062","chr18",70631874,70634141,"union_peak_16219",665
"965","chr4",88003170,88003617,"union_peak_36169","chr4",88003015,88003785,"union_peak_22597",447
"966","chr19",29347089,29347767,"union_peak_27279","chr19",29346867,29347989,"union_peak_16977",678
"967","chr16",55788693,55789099,"union_peak_21675","chr16",55786548,55789105,"union_peak_13445_1",406
"968","chr4",135285648,135286318,"union_peak_37485","chr4",135285647,135286428,"union_peak_23419",670
"969","chr18",89304492,89304961,"union_peak_26437","chr18",89304120,89305258,"union_peak_16451",469
"970","chr2",128111527,128112407,"union_peak_30940","chr2",128111505,128112985,"union_peak_19314",880
"971","chr14",20174857,20175141,"union_peak_16142","chr14",20173637,20175097,"union_peak_9990",240
"972","chr15",66883516,66884411,"union_peak_18957","chr15",66883746,66884513,"union_peak_11807",665
"973","chr11",59404184,59404878,"union_peak_8167","chr11",59404134,59405047,"union_peak_5127",694
"974","chr11",83628649,83629343,"union_peak_9275","chr11",83628470,83630217,"union_peak_5799_2",694
"975","chr10",17427487,17428117,"union_peak_3873","chr10",17427290,17428217,"union_peak_2414",630
"976","chr2",128406961,128407501,"union_peak_30971","chr2",128406846,128407588,"union_peak_19336",540
"977","chr9",106771259,106772050,"union_peak_53099","chr9",106771298,106772032,"union_peak_33079",734
"978","chr5",107648666,107649449,"union_peak_39944","chr5",107648508,107649612,"union_peak_24998",783
"979","chr11",100879543,100880298,"union_peak_10114","chr11",100879326,100880144,"union_peak_6301",601
"980","chr2",70021554,70022549,"union_peak_29819","chr2",70021596,70022501,"union_peak_18583",905
"981","chr12",82208599,82209123,"union_peak_12552","chr12",82208342,82210624,"union_peak_7766_2",524
"982","chr10",117969784,117970389,"union_peak_6331","chr10",117969610,117970610,"union_peak_3967",605
"983","chr2",79065227,79065791,"union_peak_30088","chr2",79064901,79066308,"union_peak_18755",564
"984","chr15",36243492,36244165,"union_peak_18383","chr15",36243392,36244485,"union_peak_11420",673
"985","chr16",55787415,55788057,"union_peak_21674","chr16",55786548,55789105,"union_peak_13445_2",642
"986","chr6",114677943,114678924,"union_peak_43570","chr6",114678164,114678696,"union_peak_27212",532
"987","chr19",6686620,6687946,"union_peak_26719","chr19",6686731,6688028,"union_peak_16629",1215
"988","chr1",85845277,85846414,"union_peak_1354","chr1",85845272,85846230,"union_peak_859",953
"989","chr16",33776664,33777392,"union_peak_21238","chr16",33776418,33777373,"union_peak_13157",709
"990","chr14",31367707,31368336,"union_peak_16410","chr14",31367557,31368316,"union_peak_10166",609
"991","chr8",109543802,109544384,"union_peak_49888","chr8",109543045,109544075,"union_peak_31145_2",273
"992","chr11",85545619,85545901,"union_peak_9356","chr11",85545377,85546398,"union_peak_5835",282
"993","chr18",56335384,56335905,"union_peak_25690","chr18",56335305,56336892,"union_peak_15999_2",521
"994","chr9",64748596,64749047,"union_peak_52203","chr9",64747731,64748880,"union_peak_32491_2",284
"995","chr2",165540978,165541415,"union_peak_31885","chr2",165541007,165541474,"union_peak_19831",408
"996","chr12",117444296,117445089,"union_peak_13588","chr12",117444190,117445015,"union_peak_8367",719
"997","chr12",100772563,100773892,"union_peak_12940","chr12",100772876,100773853,"union_peak_8000",977
"998","chr1",54858951,54859404,"union_peak_749","chr1",54858756,54859730,"union_peak_483",453
"999","chr3",132871230,132871894,"union_peak_34658","chr3",132871331,132872056,"union_peak_21607",563
"1000","chr10",79798308,79798791,"union_peak_5318","chr10",79797257,79798789,"union_peak_3308",481
"1001","chr7",12890722,12891720,"union_peak_44746","chr7",12891119,12891810,"union_peak_27995",601
"1002","chr4",135475231,135476111,"union_peak_37499","chr4",135474925,135476272,"union_peak_23428",880
"1003","chr13",98291600,98292201,"union_peak_15506","chr13",98290696,98292264,"union_peak_9570",601
"1004","chr14",57718104,57718579,"union_peak_16949","chr14",57718029,57718778,"union_peak_10500",475
"1005","chr7",63919132,63919834,"union_peak_45950","chr7",63919252,63919816,"union_peak_28754",564
"1006","chr8",120050815,120051945,"union_peak_50204","chr8",120049752,120051851,"union_peak_31329_1",1036
"1007","chr15",57936346,57936957,"union_peak_18647","chr15",57936361,57937422,"union_peak_11608",596
"1008","chr15",38270483,38271491,"union_peak_18491","chr15",38270459,38271405,"union_peak_11486",922
"1009","chr10",75696692,75697661,"union_peak_5135","chr10",75696708,75697615,"union_peak_3204",907
"1010","chr8",112005251,112005940,"union_peak_49988","chr8",112005083,112005880,"union_peak_31212",629
"1011","chr10",61275384,61276197,"union_peak_4833","chr10",61275594,61276381,"union_peak_3019",603
"1012","chr10",22003291,22003957,"union_peak_4127","chr10",22002612,22004149,"union_peak_2584",666
"1013","chr6",118018454,118019060,"union_peak_43683","chr6",118018561,118019206,"union_peak_27270",499
"1014","chr15",38447145,38448079,"union_peak_18500","chr15",38447140,38447998,"union_peak_11492",853
"1015","chr19",32221845,32222390,"union_peak_27354","chr19",32221533,32222290,"union_peak_17028",445
"1016","chr8",120049858,120050536,"union_peak_50203","chr8",120049752,120051851,"union_peak_31329_2",678
"1017","chr3",114889632,114890316,"union_peak_34373","chr3",114889468,114890700,"union_peak_21404",684
"1018","chr7",140374062,140374866,"union_peak_47877","chr7",140374005,140375061,"union_peak_29949",804
"1019","chr7",65713494,65713875,"union_peak_46002","chr7",65713721,65714951,"union_peak_28796_2",154
"1020","chr16",55664089,55664819,"union_peak_21661","chr16",55664157,55665338,"union_peak_13439",662
"1021","chr1",128830680,128831053,"union_peak_1966","chr1",128830802,128831521,"union_peak_1228",251
"1022","chr18",89325757,89326325,"union_peak_26438","chr18",89325381,89326516,"union_peak_16452",568
"1023","chr12",113445836,113446532,"union_peak_13472","chr12",113445659,113446606,"union_peak_8286",696
"1024","chr6",114643935,114644861,"union_peak_43566","chr6",114642606,114644974,"union_peak_27210",926
"1025","chr7",143643656,143644545,"union_peak_48053","chr7",143643563,143644617,"union_peak_30042",889
"1026","chr13",45623606,45624304,"union_peak_14515","chr13",45623588,45624448,"union_peak_8931",698
"1027","chr14",75005671,75006255,"union_peak_17440","chr14",75005625,75006434,"union_peak_10813",584
"1028","chr16",93245815,93246317,"union_peak_22096","chr16",93245891,93246961,"union_peak_13770",426
"1029","chr11",59418403,59419001,"union_peak_8168","chr11",59418425,59419018,"union_peak_5128",576
"1030","chr18",4347699,4348490,"union_peak_24957","chr18",4347504,4348510,"union_peak_15563",791
"1031","chr8",72208440,72209271,"union_peak_49103","chr8",72208528,72209417,"union_peak_30675",743
"1032","chr19",56450723,56451522,"union_peak_28076","chr19",56450511,56451690,"union_peak_17468",799
"1033","chr11",76587626,76589080,"union_peak_8901","chr11",76587649,76590236,"union_peak_5565",1431
"1034","chr7",66303388,66304486,"union_peak_46040","chr7",66303383,66304413,"union_peak_28824",1025
"1035","chr13",113047803,113048675,"union_peak_15828","chr13",113047816,113049108,"union_peak_9789",859
"1036","chr1",71576333,71577314,"union_peak_1087","chr1",71576346,71577529,"union_peak_718",968
"1037","chr11",115416653,115417067,"union_peak_10753","chr11",115416764,115417069,"union_peak_6666",303
"1038","chr12",21370408,21370631,"union_peak_11580","chr12",21370253,21370983,"union_peak_7157",223
"1039","chr6",8638725,8639878,"union_peak_41700","chr6",8638855,8639945,"union_peak_26042",1023
"1040","chr1",192733001,192733562,"union_peak_3581","chr1",192732795,192733611,"union_peak_2230",561
"1041","chr9",118365472,118365781,"union_peak_53500","chr9",118365398,118366095,"union_peak_33348",309
"1042","chr17",50310138,50310991,"union_peak_24051","chr17",50310015,50311091,"union_peak_14967",853
"1043","chr2",146497057,146498094,"union_peak_31239","chr2",146497051,146498004,"union_peak_19498",947
"1044","chr11",5998189,5998926,"union_peak_6952","chr11",5998076,5998964,"union_peak_4377",737
"1045","chr4",106814405,106815203,"union_peak_36451","chr4",106814349,106815179,"union_peak_22785",774
"1046","chr4",11768879,11769658,"union_peak_35291","chr4",11768897,11769802,"union_peak_22012",761
"1047","chr17",47564251,47565059,"union_peak_23962","chr17",47564415,47565187,"union_peak_14913",644
"1048","chr8",69839207,69839935,"union_peak_48898","chr8",69839120,69840008,"union_peak_30555",728
"1049","chr13",119653039,119653530,"union_peak_15967","chr13",119652948,119654076,"union_peak_9888",491
"1050","chr3",59190266,59190940,"union_peak_33054","chr3",59190170,59191091,"union_peak_20559",674
"1051","chr1",52067634,52068265,"union_peak_610","chr1",52066501,52067894,"union_peak_399",260
"1052","chr13",56152788,56154015,"union_peak_14905","chr13",56153255,56153933,"union_peak_9159",678
"1053","chr4",56070442,56071151,"union_peak_35858","chr4",56070265,56071068,"union_peak_22392",626
"1054","chr7",51672407,51673088,"union_peak_45866","chr7",51672129,51673107,"union_peak_28693",681
"1055","chr5",21248730,21249637,"union_peak_38416","chr5",21248597,21249652,"union_peak_24039",907
"1056","chr9",123760867,123761219,"union_peak_53759","chr9",123760696,123761398,"union_peak_33488",352
"1057","chr12",13508335,13509133,"union_peak_11451","chr12",13508306,13509187,"union_peak_7081",798
"1058","chr6",39469168,39470048,"union_peak_42136","chr6",39469210,39469972,"union_peak_26320",762
"1059","chr16",92824028,92824408,"union_peak_22084","chr16",92824033,92824599,"union_peak_13763",375
"1060","chr11",53393613,53394295,"union_peak_7872","chr11",53393460,53394895,"union_peak_4955",682
"1061","chr18",56871707,56872288,"union_peak_25752","chr18",56871436,56872241,"union_peak_16037",534
"1062","chr1",51569659,51570059,"union_peak_586","chr1",51569455,51571083,"union_peak_379",400
"1063","chr7",25006300,25007184,"union_peak_45088","chr7",25006283,25007150,"union_peak_28220",850
"1064","chr16",36686906,36687743,"union_peak_21308","chr16",36686973,36688014,"union_peak_13193",770
"1065","chr4",88909451,88910155,"union_peak_36216","chr4",88909438,88910185,"union_peak_22635",704
"1066","chr5",137263643,137264731,"union_peak_41099","chr5",137263483,137264789,"union_peak_25691",1088
"1067","chr4",154376123,154376796,"union_peak_38165","chr4",154375891,154376927,"union_peak_23836",673
"1068","chr1",181130404,181131064,"union_peak_3328","chr1",181130013,181131300,"union_peak_2083",660
"1069","chr13",53056701,53057660,"union_peak_14792","chr13",53057036,53057765,"union_peak_9095",624
"1070","chr8",88783548,88784175,"union_peak_49521","chr8",88783540,88784385,"union_peak_30930",627
"1071","chr5",113156583,113157761,"union_peak_40142","chr5",113156690,113157612,"union_peak_25118",922
"1072","chr6",87725398,87725885,"union_peak_43092","chr6",87725028,87726087,"union_peak_26924",487
"1073","chr3",127862209,127862930,"union_peak_34545","chr3",127862221,127863543,"union_peak_21519",709
"1074","chr10",77629568,77630259,"union_peak_5225","chr10",77629533,77630412,"union_peak_3256",691
"1075","chr5",148853158,148853957,"union_peak_41551","chr5",148853080,148854254,"union_peak_25944",799
"1076","chr16",91587562,91588416,"union_peak_22023","chr16",91587608,91588444,"union_peak_13724",808
"1077","chr1",128602535,128603114,"union_peak_1944","chr1",128602248,128603197,"union_peak_1214",579
"1078","chr12",3896905,3897633,"union_peak_11329","chr12",3896920,3897550,"union_peak_7008",630
"1079","chr6",67475346,67476085,"union_peak_42693","chr6",67475174,67476112,"union_peak_26666",739
"1080","chr9",50537267,50537842,"union_peak_51645","chr9",50537046,50537908,"union_peak_32193",575
"1081","chr6",97387054,97388143,"union_peak_43292","chr6",97387186,97388092,"union_peak_27028",906
"1082","chr5",35819443,35820452,"union_peak_38867","chr5",35819418,35820344,"union_peak_24283",901
"1083","chr1",4747675,4748709,"union_peak_2","chr1",4747673,4748693,"union_peak_2",1018
"1084","chr2",165877688,165878395,"union_peak_31899","chr2",165877682,165878449,"union_peak_19836",707
"1085","chr2",36219916,36220635,"union_peak_29362","chr2",36219709,36220709,"union_peak_18278",719
"1086","chr2",4567105,4568117,"union_peak_28273","chr2",4567385,4568115,"union_peak_17592",730
"1087","chr13",111257949,111259182,"union_peak_15744","chr13",111257755,111258636,"union_peak_9730",687
"1088","chr5",20332559,20332945,"union_peak_38380","chr5",20332202,20333360,"union_peak_24012",386
"1089","chr6",100580884,100581801,"union_peak_43409","chr6",100580888,100581734,"union_peak_27105",846
"1090","chr16",48671504,48672146,"union_peak_21515","chr16",48671457,48672393,"union_peak_13339",642
"1091","chr6",124885028,124886463,"union_peak_43912","chr6",124885054,124886498,"union_peak_27426",1409
"1092","chr11",82954593,82954985,"union_peak_9213","chr11",82954608,82955142,"union_peak_5754",377
"1093","chr6",145285306,145286087,"union_peak_44495","chr6",145285668,145286266,"union_peak_27842",419
"1094","chr18",79079552,79080401,"union_peak_26236","chr18",79079612,79080493,"union_peak_16316",789
"1095","chr5",119359809,119360539,"union_peak_40446","chr5",119359708,119360468,"union_peak_25282",659
"1096","chr6",89421379,89422263,"union_peak_43158","chr6",89421358,89422210,"union_peak_26959",831
"1097","chr10",40309747,40310737,"union_peak_4425","chr10",40309711,40310675,"union_peak_2774",928
"1098","chr16",23165428,23165828,"union_peak_20913","chr16",23165256,23166010,"union_peak_12964",400
"1099","chr7",48919098,48919887,"union_peak_45839","chr7",48919038,48919914,"union_peak_28680",789
"1100","chr2",30257101,30258236,"union_peak_28994","chr2",30257245,30258290,"union_peak_18044",991
"1101","chr11",45873577,45874581,"union_peak_7547","chr11",45873959,45874870,"union_peak_4742",622
"1102","chr17",80632092,80632990,"union_peak_24618","chr17",80632127,80633084,"union_peak_15345",863
"1103","chr5",97075373,97076213,"union_peak_39701","chr5",97075250,97076083,"union_peak_24823",710
"1104","chr3",60240488,60240975,"union_peak_33074","chr3",60239741,60241541,"union_peak_20576",487
"1105","chr3",145537766,145538502,"union_peak_34901","chr3",145537599,145538788,"union_peak_21761",736
"1106","chr4",149515531,149516077,"union_peak_37962","chr4",149515488,149516484,"union_peak_23726",546
"1107","chr17",5406563,5407020,"union_peak_22333","chr17",5406310,5407351,"union_peak_13910",457
"1108","chr10",24292558,24293170,"union_peak_4170","chr10",24291535,24293236,"union_peak_2605_1",612
"1109","chr4",57832330,57832879,"union_peak_35886","chr4",57832197,57833173,"union_peak_22410",549
"1110","chr10",4099834,4100518,"union_peak_3654","chr10",4099843,4100525,"union_peak_2269",675
"1111","chr15",64389203,64390204,"union_peak_18905","chr15",64389319,64390200,"union_peak_11768",881
"1112","chr8",126722619,126724053,"union_peak_50602","chr8",126722599,126723645,"union_peak_31535",1026
"1113","chr8",106292219,106293148,"union_peak_49814","chr8",106292150,106293038,"union_peak_31098",819
"1114","chr5",123780788,123781028,"union_peak_40704","chr5",123780479,123782485,"union_peak_25453",240
"1115","chr6",127991547,127992336,"union_peak_44025","chr6",127991507,127992399,"union_peak_27502",789
"1116","chr7",24467860,24468224,"union_peak_45045","chr7",24467633,24468458,"union_peak_28193",364
"1117","chr16",23196713,23197163,"union_peak_20916","chr16",23195961,23197259,"union_peak_12969",450
"1118","chr12",113481194,113482163,"union_peak_13474","chr12",113481248,113482095,"union_peak_8288",847
"1119","chr10",24291509,24292023,"union_peak_4169","chr10",24291535,24293236,"union_peak_2605_2",488
"1120","chr3",148850072,148851283,"union_peak_34959","chr3",148850472,148851680,"union_peak_21798",811
"1121","chr12",28808595,28809400,"union_peak_11724","chr12",28807859,28809831,"union_peak_7248_1",805
"1122","chr19",18606367,18606866,"union_peak_27135","chr19",18606296,18606855,"union_peak_16892",488
"1123","chr5",31408485,31409037,"union_peak_38685","chr5",31408000,31409095,"union_peak_24189_1",552
"1124","chr1",181335474,181335855,"union_peak_3346","chr1",181335031,181335881,"union_peak_2093",381
"1125","chr11",117220472,117221365,"union_peak_10912","chr11",117220380,117221297,"union_peak_6767",825
"1126","chr18",40231338,40232046,"union_peak_25572","chr18",40231028,40231972,"union_peak_15922",634
"1127","chr2",158153918,158154960,"union_peak_31639","chr2",158153935,158154886,"union_peak_19710",951
"1128","chr10",77366516,77367575,"union_peak_5196","chr10",77366676,77367571,"union_peak_3241",895
"1129","chr13",13581804,13582449,"union_peak_13756","chr13",13581825,13582539,"union_peak_8499",624
"1130","chr2",170050499,170051195,"union_peak_32150","chr2",170050285,170051206,"union_peak_19974",696
"1131","chr7",135558105,135558650,"union_peak_47765","chr7",135557961,135558784,"union_peak_29892",545
"1132","chr9",115468624,115469134,"union_peak_53411","chr9",115468526,115469167,"union_peak_33286",510
"1133","chr8",121650275,121651084,"union_peak_50295","chr8",121650313,121651099,"union_peak_31369",771
"1134","chr7",16986874,16987595,"union_peak_44889","chr7",16986848,16987778,"union_peak_28090",721
"1135","chr9",42860157,42860886,"union_peak_51368","chr9",42860004,42861074,"union_peak_32029",729
"1136","chr16",59515462,59515659,"union_peak_21768","chr16",59515225,59515769,"union_peak_13524",197
"1137","chr9",81863468,81864344,"union_peak_52670","chr9",81863234,81864906,"union_peak_32797",876
"1138","chr2",164360014,164360936,"union_peak_31799","chr2",164360066,164360976,"union_peak_19791",870
"1139","chr3",9512221,9512624,"union_peak_32465","chr3",9511886,9512996,"union_peak_20162",403
"1140","chr1",69768576,69769389,"union_peak_1074","chr1",69768519,69769721,"union_peak_709",813
"1141","chr11",88073260,88073817,"union_peak_9510","chr11",88073095,88073998,"union_peak_5934",557
"1142","chr3",146062959,146063559,"union_peak_34918","chr3",146062943,146063636,"union_peak_21771",600
"1143","chr1",127213338,127213842,"union_peak_1875","chr1",127213222,127213843,"union_peak_1169",504
"1144","chr6",47559523,47560339,"union_peak_42219","chr6",47559685,47561523,"union_peak_26373",654
"1145","chr1",89602699,89603245,"union_peak_1551","chr1",89602632,89603373,"union_peak_972",546
"1146","chr9",121992937,121993545,"union_peak_53680","chr9",121992846,121993712,"union_peak_33441",608
"1147","chr10",122599357,122600219,"union_peak_6510","chr10",122599337,122600171,"union_peak_4088",814
"1148","chr11",117794001,117794741,"union_peak_10968","chr11",117793989,117795026,"union_peak_6797",740
"1149","chr14",79226472,79227092,"union_peak_17579","chr14",79226521,79227351,"union_peak_10908",571
"1150","chr14",57971950,57972594,"union_peak_16965","chr14",57971900,57972726,"union_peak_10516",644
"1151","chr3",89906019,89906777,"union_peak_33639","chr3",89905947,89906919,"union_peak_20919",758
"1152","chr1",135807466,135808151,"union_peak_2217","chr1",135807333,135808240,"union_peak_1366",685
"1153","chr15",53140313,53140992,"union_peak_18592","chr15",53140030,53141071,"union_peak_11566",679
"1154","chr7",24425674,24426367,"union_peak_45037","chr7",24425857,24426385,"union_peak_28186",510
"1155","chr17",80762291,80762862,"union_peak_24623","chr17",80762263,80763256,"union_peak_15347",571
"1156","chr14",121552563,121552918,"union_peak_17878","chr14",121552525,121554204,"union_peak_11095_1",355
"1157","chr13",52628032,52628867,"union_peak_14757","chr13",52627766,52628757,"union_peak_9070",725
"1158","chr9",41181183,41181985,"union_peak_51326","chr9",41181163,41181999,"union_peak_31995",802
"1159","chr2",91645892,91646098,"union_peak_30273","chr2",91645754,91646236,"union_peak_18877",206
"1160","chr17",56885794,56886280,"union_peak_24233","chr17",56884729,56886049,"union_peak_15089",255
"1161","chr5",31407578,31408216,"union_peak_38684","chr5",31408000,31409095,"union_peak_24189_2",216
"1162","chr5",50026248,50026715,"union_peak_39017","chr5",50026012,50027009,"union_peak_24367",467
"1163","chr19",55768314,55769508,"union_peak_28063","chr19",55768685,55769497,"union_peak_17460",812
"1164","chr15",64106892,64107566,"union_peak_18873","chr15",64106818,64107794,"union_peak_11752",674
"1165","chr2",76421350,76421884,"union_peak_30047","chr2",76421181,76422147,"union_peak_18730",534
"1166","chr5",67360198,67360793,"union_peak_39334","chr5",67360008,67360944,"union_peak_24584",595
"1167","chr9",21651849,21652759,"union_peak_50980","chr9",21651924,21653459,"union_peak_31795",835
"1168","chr13",44249144,44249616,"union_peak_14453","chr13",44248844,44249889,"union_peak_8906",472
"1169","chr14",18041577,18042291,"union_peak_16092","chr14",18041637,18042537,"union_peak_9967",654
"1170","chr15",77071297,77071936,"union_peak_19233","chr15",77071291,77072169,"union_peak_11972",639
"1171","chr17",62857345,62857775,"union_peak_24285","chr17",62857020,62858173,"union_peak_15120",430
"1172","chr9",115473971,115474635,"union_peak_53412","chr9",115473885,115474574,"union_peak_33288",603
"1173","chr12",28807726,28808361,"union_peak_11723","chr12",28807859,28809831,"union_peak_7248_2",502
"1174","chr11",32011780,32012178,"union_peak_7331","chr11",32011722,32012392,"union_peak_4633",398
"1175","chr14",30427859,30428784,"union_peak_16371","chr14",30427698,30428588,"union_peak_10145",729
"1176","chr6",136970463,136971090,"union_peak_44334","chr6",136970327,136971252,"union_peak_27715",627
"1177","chr3",68966823,68967653,"union_peak_33221","chr3",68966716,68967802,"union_peak_20656",830
"1178","chr16",52007044,52007616,"union_peak_21605","chr16",52006555,52007672,"union_peak_13400",572
"1179","chr1",37696664,37697267,"union_peak_333","chr1",37696637,37697508,"union_peak_228",603
"1180","chr8",116499239,116499746,"union_peak_50053","chr8",116499050,116499864,"union_peak_31248",507
"1181","chr14",73161277,73162092,"union_peak_17371","chr14",73161402,73162156,"union_peak_10772",690
"1182","chr3",79535548,79536271,"union_peak_33304","chr3",79535427,79536305,"union_peak_20723",723
"1183","chr2",84625281,84625784,"union_peak_30170","chr2",84625113,84625926,"union_peak_18812",503
"1184","chr11",31963783,31964595,"union_peak_7328","chr11",31963751,31964550,"union_peak_4630",767
"1185","chr3",108865500,108866102,"union_peak_34340","chr3",108865092,108866116,"union_peak_21384",602
"1186","chr7",82773649,82774458,"union_peak_46548","chr7",82773495,82774391,"union_peak_29124",742
"1187","chr7",107659121,107659540,"union_peak_47005","chr7",107659090,107659602,"union_peak_29390",419
"1188","chr5",148708924,148709669,"union_peak_41540","chr5",148708615,148709579,"union_peak_25938",655
"1189","chr6",71154882,71155502,"union_peak_42728","chr6",71154781,71155558,"union_peak_26687",620
"1190","chr14",48270952,48271720,"union_peak_16607","chr14",48271036,48271811,"union_peak_10277",684
"1191","chr18",7409948,7410517,"union_peak_25009","chr18",7409829,7410874,"union_peak_15597",569
"1192","chr10",121493541,121494466,"union_peak_6482","chr10",121493659,121494355,"union_peak_4072",696
"1193","chr17",84631946,84632194,"union_peak_24764","chr17",84631782,84632774,"union_peak_15441",248
"1194","chr4",140601070,140601560,"union_peak_37734","chr4",140600872,140601452,"union_peak_23555",382
"1195","chr9",58131672,58132169,"union_peak_51940","chr9",58131513,58132221,"union_peak_32352",497
"1196","chr9",55239213,55239849,"union_peak_51761","chr9",55239175,55239930,"union_peak_32245",636
"1197","chr13",112133685,112134166,"union_peak_15779","chr13",112133672,112134368,"union_peak_9754",481
"1198","chr9",42487935,42488508,"union_peak_51364","chr9",42487842,42488690,"union_peak_32025",573
"1199","chr19",47524650,47525362,"union_peak_27908","chr19",47524662,47525732,"union_peak_17368",700
"1200","chr6",66493580,66494167,"union_peak_42656","chr6",66493488,66494422,"union_peak_26637",587
"1201","chr2",122469164,122469622,"union_peak_30784","chr2",122468845,122469793,"union_peak_19212",458
"1202","chr6",28351129,28351478,"union_peak_41808","chr6",28351043,28351895,"union_peak_26124",349
"1203","chr7",55959911,55960105,"union_peak_45882","chr7",55959983,55961225,"union_peak_28702_1",122
"1204","chr8",108880027,108880651,"union_peak_49884","chr8",108879931,108880631,"union_peak_31141",604
"1205","chr17",84408057,84408250,"union_peak_24754","chr17",84408060,84409902,"union_peak_15435_2",190
"1206","chr3",38283692,38284066,"union_peak_32816","chr3",38282704,38283920,"union_peak_20401_2",228
"1207","chr3",131190555,131191625,"union_peak_34637","chr3",131190486,131191173,"union_peak_21593",618
"1208","chr1",87378005,87379162,"union_peak_1433","chr1",87377812,87379151,"union_peak_899",1146
"1209","chr13",31504072,31504735,"union_peak_14173","chr13",31503214,31504782,"union_peak_8749_1",663
"1210","chr6",50571621,50572320,"union_peak_42388","chr6",50571534,50572138,"union_peak_26486",517
"1211","chr13",31505231,31505747,"union_peak_14174","chr13",31505049,31505813,"union_peak_8750",516
"1212","chr9",120796034,120796697,"union_peak_53618","chr9",120796035,120796778,"union_peak_33405",662
"1213","chr3",144591180,144591794,"union_peak_34890","chr3",144591045,144591924,"union_peak_21753",614
"1214","chr2",102188678,102189036,"union_peak_30401","chr2",102188383,102189472,"union_peak_18958",358
"1215","chr14",121553797,121554265,"union_peak_17879","chr14",121552525,121554204,"union_peak_11095_2",407
"1216","chr9",83549782,83550213,"union_peak_52680","chr9",83549574,83550332,"union_peak_32804",431
"1217","chr9",105689357,105690087,"union_peak_53050","chr9",105689317,105690151,"union_peak_33050",730
"1218","chr12",31621422,31622213,"union_peak_11748","chr12",31621344,31622414,"union_peak_7258",791
"1219","chr13",31503226,31503714,"union_peak_14172","chr13",31503214,31504782,"union_peak_8749_2",488
